Date,Town,State/Province,Latitude,Longitude,Number
5/20/2021,Dodgeville,WI,43,-90.2,1
5/20/2021,Evanston,IL,42.1,-87.7,1
5/20/2021,Forest Park,IL,41.9,-87.8,1
5/20/2021,Germantown,WI,43.2,-88.1,1
5/20/2021,Greenwood,IN,39.6,-86.1,1
5/20/2021,Hamilton,ON,43.3,-79.9,1
5/20/2021,Herndon,VA,39,-77.4,1
5/20/2021,Madelia,MN,44.1,-94.4,1
5/20/2021,Madison,WI,43.1,-89.5,1
5/20/2021,Madison,WI,43,-89.4,1
5/20/2021,Mason City,IA,43.2,-93.2,1
5/20/2021,Mc Millan,MI,46.3,-85.8,1
5/20/2021,Mequon,WI,43.3,-87.9,1
5/20/2021,Milford,MI,42.6,-83.6,1
5/20/2021,Milford,NE,40.8,-97.1,1
5/20/2021,Milwaukee,WI,43,-88,1
5/20/2021,Milwaukee,WI,43.1,-88,1
5/20/2021,Muskegon,MI,43.2,-86.3,1
5/20/2021,Neenah,WI,44.2,-88.5,1
5/20/2021,New Bedford,MA,41.6,-70.9,1
5/20/2021,Northfield,MN,44.4,-93.1,1
5/20/2021,Northfield,MN,44.4,-93.1,1
5/20/2021,Oakland,NE,41.8,-96.5,1
5/20/2021,Oakland,NE,41.8,-96.5,1
5/20/2021,Oklahoma City,OK,35.4,-97.4,1
5/20/2021,Onekama,MI,44.4,-86.2,1
5/20/2021,Osseo,MN,45.1,-93.4,1
5/20/2021,Palatine,IL,42.1,-88,1
5/20/2021,Palatine,IL,42.1,-88,1
5/20/2021,Palo,IA,42.1,-91.8,1
5/20/2021,Perry,IA,41.9,-94.2,2
5/20/2021,Sarnia,ON,43,-82.4,1
5/20/2021,Seymour,IN,39,-85.8,1
5/20/2021,Sheboygan,WI,43.7,-87.7,1
5/20/2021,Sioux Falls,SD,43.5,-96.7,1
5/20/2021,Solon,IA,41.8,-91.6,1
5/20/2021,South Haven,MI,42.4,-86.3,2
5/20/2021,Spencer,IA,43.1,-95.2,0
5/20/2021,Springwater,ON,44.6,-79.9,1
5/20/2021,Stonington,CT,41.3,-71.9,1
5/20/2021,Town of Exeter,WI,42.9,-89.5,1
5/20/2021,Town of Middleton,WI,43,-89.6,1
5/20/2021,Traverse City,MI,44.7,-85.6,1
5/20/2021,Troy,MI,42.6,-83.1,1
5/20/2021,Two Rivers,WI,44.1,-87.6,2
5/20/2021,Village of Bayside,WI,43.2,-87.9,3
5/20/2021,Watsontown,PA,41.1,-76.8,1
5/20/2021,Waukesha,WI,43,-88.3,1
5/20/2021,Winnetka,IL,42.1,-87.7,1
5/19/2021,Belmont,MI,43.1,-85.5,1
5/19/2021,Bennington,NE,41.3,-96.1,1
5/19/2021,Brick,NJ,40.1,-74.1,1
5/19/2021,Campobello,SC,35.1,-82.2,1
5/19/2021,Chicago,IL,42,-87.8,1
5/19/2021,Claypool,IN,41.1,-86,1
5/19/2021,Crestwood,KY,38.3,-85.5,1
5/19/2021,Des Moines,IA,41.6,-93.7,2
5/19/2021,Des Moines,IA,41.5,-93.7,1
5/19/2021,Edmond,OK,35.7,-97.5,0
5/19/2021,Edmond,OK,35.7,-97.5,0
5/19/2021,Eldora,IA,42.4,-93.1,3
5/19/2021,Elgin,IL,42.1,-88.3,1
5/19/2021,Ferryville,WI,43.4,-91,1
5/19/2021,Glen Ridge,NJ,40.8,-74.2,1
5/19/2021,Iowa City,IA,41.7,-91.5,1
5/19/2021,Iowa City,IA,41.7,-91.5,1
5/19/2021,Iowa City,IA,41.7,-91.6,1
5/19/2021,Ipswich,MA,42.7,-70.8,1
5/19/2021,Kaukauna,WI,44.3,-88.3,1
5/19/2021,La Porte City,IA,42.3,-92.3,2
5/19/2021,Livonia,MI,42.4,-83.3,1
5/19/2021,Macedonia,IA,41.2,-95.5,1
5/19/2021,Macksburg,IA,41.2,-94.2,1
5/19/2021,Marion,IA,42.1,-91.7,1
5/19/2021,Melbourne,IA,41.9,-93.1,1
5/19/2021,Monmouth,IL,40.9,-90.6,1
5/19/2021,Mount Prospect,IL,42.1,-87.9,1
5/19/2021,Newbury Park,CA,34.2,-119,2
5/19/2021,Oakland,CA,37.8,-122.2,1
5/19/2021,Palatine,IL,42.1,-88,1
5/19/2021,Palatine,IL,42.1,-88,1
5/19/2021,Portland,CT,41.6,-72.6,1
5/19/2021,Poway,CA,33,-117,1
5/19/2021,Princeton,NJ,40.3,-74.7,1
5/19/2021,Rising Sun,MD,39.7,-76,1
5/19/2021,Roseville,MI,42.5,-82.9,1
5/19/2021,Ruthven,IA,43.1,-94.9,1
5/19/2021,Sheboygan,WI,43.8,-87.7,2
5/19/2021,Town of Dodgeville,WI,43,-90.1,1
5/19/2021,Tripoli,IA,42.8,-92.3,1
5/19/2021,Tula de Allende,HID,20,-99.3,4
5/19/2021,Ty Ty,GA,31.5,-83.7,1
5/19/2021,Ty Ty,GA,31.5,-83.7,1
5/19/2021,Waukegan,IL,42.4,-87.8,1
5/19/2021,West Concord,MN,44.2,-92.7,1
5/19/2021,West Milton,OH,40,-84.3,1
5/18/2021,Bevier,MO,39.8,-92.6,1
5/18/2021,Chatham-Kent,ON,42.3,-82,1
5/18/2021,Chicago,IL,42,-87.7,1
5/18/2021,Columbia,MO,39,-92.4,1
5/18/2021,Francestown,NH,43,-71.8,1
5/18/2021,Georgetown,IN,38.3,-86,1
5/18/2021,Holden,MO,38.8,-94,1
5/18/2021,Independence,MO,39.1,-94.4,1
5/18/2021,Kansas City,MO,39,-94.6,1
5/18/2021,Kansas City,MO,39.1,-94.6,1
5/18/2021,Kansas City,MO,39.1,-94.6,1
5/18/2021,Laurel,MD,39.1,-76.9,1
5/18/2021,Lenexa,KS,39,-94.8,1
5/18/2021,Lincoln,NE,40.8,-96.7,1
5/18/2021,Macon,MO,39.8,-92.5,1
5/18/2021,Overland Park,KS,38.9,-94.7,1
5/18/2021,Paola,KS,38.6,-94.9,5
5/18/2021,Paris,AR,35.3,-93.7,1
5/18/2021,Saint Joseph,MO,39.7,-94.7,1
5/18/2021,Shawnee,KS,39,-94.7,2
5/18/2021,Sicklerville,NJ,39.7,-75,1
5/18/2021,Virginia Beach,VA,36.8,-76.1,1
5/18/2021,Winter Garden,FL,28.5,-81.6,1
5/18/2021,Worth Twp,PA,41,-80.1,1
5/17/2021,Frisco,TX,33.1,-96.7,1
5/17/2021,Louisville,KY,38.3,-85.5,1
5/17/2021,Madison,WI,43.1,-89.3,1
5/17/2021,Minneapolis,MN,45.1,-93.3,1
5/17/2021,Mountain View,CA,37.4,-122.1,4
5/17/2021,Pageland,SC,34.8,-80.4,1
5/17/2021,Portland,CT,41.6,-72.6,1
5/17/2021,Rhine,GA,32,-83.3,1
5/17/2021,Saint Joseph,MO,39.8,-94.9,2
5/17/2021,Saint Paul,MN,45.1,-93.1,1
5/17/2021,Salem,WI,42.6,-88.1,1
5/17/2021,Tuttle,OK,35.3,-97.8,0
5/17/2021,Verona,WI,43,-89.5,1
5/17/2021,Yorklyn,DE,39.8,-75.7,1
5/16/2021,Basehor,KS,39.1,-95,1
5/16/2021,Fletcher,NC,35.4,-82.5,1
5/16/2021,Fletcher,NC,35.4,-82.5,1
5/16/2021,Fletcher,NC,35.4,-82.5,1
5/16/2021,Hebron,IN,41.4,-87.2,1
5/16/2021,Randolph,NJ,40.8,-74.5,1
5/16/2021,Rolla,MO,38,-91.9,1
5/16/2021,Smyrna,DE,39.3,-75.5,2
5/16/2021,Swisher,IA,41.8,-91.7,1
5/16/2021,Wever,IA,40.7,-91.3,1
5/15/2021,Arlington,VA,38.9,-77.1,1
5/15/2021,Athens,OH,39.4,-82.1,1
5/15/2021,Barnesville,MD,39.2,-77.4,1
5/15/2021,Charleston,SC,32.8,-80,1
5/15/2021,Cherokee Village,AR,36.3,-91.5,1
5/15/2021,Cleveland,OH,41.5,-81.6,1
5/15/2021,Cutchogue,NY,41,-72.5,1
5/15/2021,Des Moines,IA,41.6,-93.7,1
5/15/2021,Farmington,MI,42.5,-83.4,1
5/15/2021,Goldsboro,NC,35.4,-78,1
5/15/2021,Huntersville,NC,35.5,-80.9,1
5/15/2021,Lexington,KY,38,-84.4,1
5/15/2021,Lexington,KY,38,-84.4,1
5/15/2021,Lexington,KY,38,-84.4,1
5/15/2021,Portsmouth,VA,36.8,-76.4,1
5/15/2021,Saint Augustine,FL,30,-81.4,12
5/15/2021,Sullivan,MO,38.2,-91.2,1
5/15/2021,Towaco,NJ,40.9,-74.4,1
5/14/2021,Argyle,TX,33.1,-97.2,1
5/14/2021,Colts Neck,NJ,40.3,-74.2,1
5/14/2021,Fleetwood,PA,40.5,-75.8,1
5/14/2021,Indianapolis,IN,39.9,-86.2,1
5/14/2021,Osceola,IA,41,-93.8,1
5/14/2021,Plymouth Meeting,PA,40.1,-75.3,0
5/14/2021,Reston,VA,39,-77.3,2
5/14/2021,Riverhead,NY,41,-72.7,1
5/14/2021,Round Rock,TX,30.5,-97.6,1
5/14/2021,Round Rock,TX,30.5,-97.6,1
5/14/2021,Round Rock,TX,30.5,-97.6,1
5/14/2021,Saint Paul,NE,41.3,-98.5,1
5/14/2021,Solon,IA,41.8,-91.5,1
5/14/2021,Tucson,AZ,32.3,-110.9,1
5/13/2021,East Hempfield Twp,PA,40.1,-76.3,1
5/13/2021,Fayetteville,OH,39.2,-83.9,2
5/13/2021,Jacksonville,TX,32,-95.3,1
5/13/2021,Jacksonville,TX,32,-95.3,1
5/13/2021,Lumberton,NJ,40,-74.8,1
5/13/2021,Palm Coast,FL,29.6,-81.2,3
5/13/2021,Powell,OH,40.1,-83.1,1
5/13/2021,Redlands,CA,34,-117.2,1
5/13/2021,Town of Two Rivers,WI,44.2,-87.6,1
5/13/2021,Town of Two Rivers,WI,44.2,-87.6,1
5/12/2021,Bayville,NJ,39.9,-74.1,1
5/12/2021,Broken Arrow,OK,36.1,-95.7,2
5/12/2021,Chantilly,VA,38.9,-77.4,1
5/12/2021,Dayton,OH,39.7,-84.1,1
5/12/2021,Milton,FL,30.6,-87,1
5/12/2021,Newtown,CT,41.4,-73.3,1
5/12/2021,Oxford,OH,39.5,-84.8,1
5/12/2021,Palm Coast,FL,29.6,-81.2,3
5/12/2021,Tulsa,OK,36.1,-96,1
5/12/2021,Tuxedo Park,NY,41.2,-74.2,1
5/12/2021,Westmont,IL,41.8,-88,1
5/12/2021,Windsor,ON,42.3,-83,1
5/11/2021,Eagle Mountain,UT,40.4,-112,1
5/11/2021,Houston,TX,29.8,-95.4,1
5/11/2021,Houston,TX,29.8,-95.4,1
5/11/2021,Princeton Junction,NJ,40.3,-74.7,1
5/11/2021,Woodbridge,VA,38.7,-77.2,1
5/10/2021,Houston,TX,29.8,-95.4,1
5/10/2021,Killeen,TX,31.1,-97.7,1
5/10/2021,St Thomas,ON,42.8,-81.2,1
5/9/2021,El Cajon,CA,32.8,-117,1
5/9/2021,Glen Allen,VA,37.7,-77.6,1
5/9/2021,Hot Springs Village,AR,34.6,-93,1
5/9/2021,Westport,MA,41.7,-71.1,1
5/8/2021,Atlanta,GA,33.9,-84.3,1
5/8/2021,Derby,KS,37.5,-97.2,1
5/8/2021,Kansas City,MO,39.2,-94.7,1
5/8/2021,Lexington,VA,37.9,-79.6,1
5/8/2021,Los Alamitos,CA,33.8,-118,1
5/8/2021,Oklahoma City,OK,35.3,-97.5,1
5/8/2021,Palm Coast,FL,29.6,-81.2,11
5/8/2021,Wichita,KS,37.7,-97.3,1
5/7/2021,Alvin,TX,29.4,-95.2,2
5/7/2021,Conroe,TX,30.3,-95.5,1
5/7/2021,Escalon,CA,37.8,-121,1
5/7/2021,Hampton,NJ,40.7,-75,1
5/7/2021,Marlton,NJ,39.9,-74.9,1
5/7/2021,North Falmouth,MA,41.6,-70.6,1
5/7/2021,Palm Coast,FL,29.6,-81.2,5
5/7/2021,Surprise,AZ,33.6,-112.4,1
5/6/2021,Absecon,NJ,39.5,-74.4,2
5/6/2021,Absecon,NJ,39.5,-74.4,2
5/6/2021,Absecon,NJ,39.5,-74.4,2
5/6/2021,Absecon,NJ,39.5,-74.4,2
5/6/2021,Annapolis,MD,39,-76.5,2
5/6/2021,Austin,TX,30.3,-97.7,6
5/6/2021,Broken Arrow,OK,36,-95.8,1
5/6/2021,Conroe,TX,30.2,-95.4,1
5/6/2021,Fort Worth,TX,32.7,-97.5,1
5/6/2021,Gaston,SC,33.8,-81.2,1
5/6/2021,Gaston,SC,33.8,-81.2,1
5/6/2021,Macomb,MI,42.6,-82.9,1
5/6/2021,Mead,NE,41.3,-96.5,1
5/6/2021,Murrieta,CA,33.6,-117.2,1
5/6/2021,Perkiomenville,PA,40.3,-75.5,1
5/6/2021,Sun City,AZ,33.6,-112.3,1
5/6/2021,Washington Twp,NJ,39.8,-75.1,1
5/5/2021,Annandale,VA,38.8,-77.2,1
5/5/2021,Bryan,TX,30.8,-96.3,1
5/5/2021,Cape Charles,VA,37.3,-76,1
5/5/2021,Cashiers,NC,35.1,-83.1,1
5/5/2021,Centertown,MO,38.7,-92.4,1
5/5/2021,Chiefland,FL,29.5,-82.9,1
5/5/2021,Garden City,KS,38,-100.8,1
5/5/2021,Goodyear,AZ,33.4,-112.4,1
5/5/2021,Gunnison,CO,38.5,-106.9,1
5/5/2021,Kemah,TX,29.5,-95,1
5/5/2021,Kemah,TX,29.5,-95,1
5/5/2021,Lafayette,IN,40.4,-86.9,1
5/5/2021,Los Alamitos,CA,33.8,-118.1,1
5/5/2021,Los Osos,CA,35.3,-120.8,1
5/5/2021,Marble Falls,TX,30.6,-98.4,2
5/5/2021,Marion,IA,42,-91.6,1
5/5/2021,Norwalk,WI,43.8,-90.7,1
5/5/2021,Plano,TX,33,-96.7,1
5/5/2021,Saint Louis,MO,38.6,-90.4,1
5/5/2021,Star,NC,35.4,-79.8,1
5/5/2021,Sykesville,MD,39.4,-77,1
5/5/2021,Taylorville,IL,39.5,-89.3,1
5/5/2021,Williamsburg,VA,37.3,-76.8,0
5/5/2021,Williamsburg,VA,37.3,-76.8,0
5/4/2021,Atco,NJ,39.8,-74.9,1
5/4/2021,Bandera,TX,29.7,-99,1
5/4/2021,Chandler,AZ,33.3,-111.8,1
5/4/2021,Dauphin,PA,40.4,-76.9,1
5/4/2021,Downingtown,PA,40,-75.7,1
5/4/2021,Greensboro,NC,36.1,-79.8,2
5/4/2021,Iowa City,IA,41.7,-91.5,1
5/4/2021,Lake Elsinore,CA,33.7,-117.3,1
5/4/2021,Lake Elsinore,CA,33.6,-117.4,3
5/4/2021,Lusby,MD,38.4,-76.5,1
5/4/2021,Mayville,MI,43.4,-83.4,1
5/4/2021,Mead,NE,41.3,-96.5,1
5/4/2021,Spring,TX,30.1,-95.4,2
5/4/2021,Sunnyvale,CA,37.4,-122,1
5/4/2021,Williamsburg,VA,37.3,-76.7,1
5/3/2021,Bandera,TX,29.7,-99.1,1
5/3/2021,Chevy Chase,MD,39,-77.1,1
5/3/2021,Edwardsville,IL,38.8,-90,1
5/3/2021,Jefferson City,MO,38.6,-92.2,1
5/3/2021,Lexington,KY,38,-84.5,1
5/3/2021,Martinsburg,MO,39.1,-91.6,0
5/3/2021,Saint Louis,MO,38.6,-90.4,1
5/3/2021,Seaford,VA,37.2,-76.5,3
5/3/2021,Union City,CA,37.6,-122,1
5/3/2021,Westlake Village,CA,34.1,-118.9,1
5/3/2021,Westlake Village,CA,34.1,-118.9,1
5/3/2021,Wildomar,CA,33.6,-117.3,1
5/2/2021,Annapolis,MD,39,-76.5,1
5/2/2021,Big Rock,IL,41.7,-88.5,1
5/2/2021,Carson City,MI,43.2,-84.8,1
5/2/2021,Chesapeake,VA,36.8,-76.3,1
5/2/2021,College Park,MD,39,-76.9,1
5/2/2021,Dillsburg,PA,40.1,-77,1
5/2/2021,East Meadow,NY,40.7,-73.6,1
5/2/2021,Falls Church,VA,38.9,-77.2,1
5/2/2021,Frederick,MD,39.4,-77.3,1
5/2/2021,Knoxville,IA,41.4,-93,1
5/2/2021,Loveland,OH,39.3,-84.3,1
5/2/2021,Marshall,VA,38.9,-77.9,1
5/2/2021,Point Pelee National Park,ON,41.9,-82.5,1
5/2/2021,Rockford,IL,42.2,-89,1
5/2/2021,Silver Spring,MD,39.1,-77,2
5/2/2021,Tuckerton,NJ,39.6,-74.4,1
5/2/2021,Virginia Beach,VA,36.9,-76.1,1
5/2/2021,Wimberley,TX,30,-98.1,1
5/1/2021,Aldrich,MO,37.5,-93.5,1
5/1/2021,Asheville,NC,35.6,-82.6,1
5/1/2021,Bayville,NY,40.9,-73.6,1
5/1/2021,Bunker Hill,WV,39.3,-78.1,1
5/1/2021,Cape Girardeau,MO,37.3,-89.5,1
5/1/2021,Columbia,MO,39,-92.3,1
5/1/2021,Edwards,IL,40.7,-89.7,1
5/1/2021,Edwards,IL,40.7,-89.7,1
5/1/2021,Ephrata,PA,40.1,-76.2,1
5/1/2021,Lewes,DE,38.8,-75.1,1
5/1/2021,Manhattan,KS,39.1,-96.6,1
5/1/2021,Mcminnville,TN,35.8,-85.7,1
5/1/2021,Milford,OH,39.2,-84.2,1
5/1/2021,Milford,OH,39.2,-84.2,1
5/1/2021,Mount Joy,PA,40.1,-76.5,1
5/1/2021,Muscatine,IA,41.5,-90.9,2
5/1/2021,Norman,OK,35.3,-97.4,2
5/1/2021,Palm Bay,FL,28,-80.7,1
5/1/2021,Pitman,NJ,39.7,-75.1,1
5/1/2021,Rochester,IL,39.8,-89.6,0
5/1/2021,Saint John,IN,41.5,-87.5,5
5/1/2021,Shirland,IL,42.4,-89.2,1
5/1/2021,Virginia Beach,VA,36.8,-76.1,1
5/1/2021,Wentworth,MO,37,-94,1
5/1/2021,White Plains,NY,41,-73.8,1
4/30/2021,Amherst,VA,37.6,-79,1
4/30/2021,Camarillo,CA,34.2,-119.1,2
4/30/2021,Cape Charles,VA,37.3,-76,1
4/30/2021,Chesterfield,MO,38.7,-90.6,1
4/30/2021,Chesterfield,MO,38.7,-90.6,1
4/30/2021,Chesterfield,MO,38.6,-90.6,1
4/30/2021,Chesterfield,MO,38.6,-90.6,1
4/30/2021,Chesterfield,MO,38.6,-90.6,1
4/30/2021,Columbus,IN,39.2,-85.9,1
4/30/2021,Falls Church,VA,38.9,-77.2,1
4/30/2021,Garrison,UT,39.1,-114,1
4/30/2021,Henderson,KY,37.9,-87.6,1
4/30/2021,Kitty Hawk,NC,36.2,-75.8,1
4/30/2021,Kitty Hawk,NC,36.2,-75.8,1
4/30/2021,Lawrence,KS,39,-95.3,1
4/30/2021,Louisville,KY,38.2,-85.7,1
4/30/2021,Marthasville,MO,38.6,-91.2,1
4/30/2021,Maynard,MA,42.4,-71.4,1
4/30/2021,Monroe City,MO,39.7,-91.7,1
4/30/2021,Moyock,NC,36.5,-76.2,1
4/30/2021,Newhall,CA,34.4,-118.5,0
4/30/2021,Overland Park,KS,38.9,-94.7,1
4/30/2021,Pittsburg,CA,38,-121.9,1
4/30/2021,Pittsburg,KS,37.4,-94.7,1
4/30/2021,Richmond,VA,37.6,-77.5,1
4/30/2021,Salem,MO,37.6,-91.5,1
4/30/2021,Springfield,IL,39.7,-89.7,1
4/30/2021,Wilburton,OK,34.9,-95.4,1
4/29/2021,Bluff City,KS,37.1,-97.9,2
4/29/2021,Brooksville,FL,28.6,-82.4,1
4/29/2021,Brooksville,FL,28.6,-82.4,1
4/29/2021,Cedar Rapids,IA,42,-91.6,1
4/29/2021,Florissant,MO,38.8,-90.4,1
4/29/2021,Kansas City,MO,39.2,-94.6,1
4/29/2021,Little Falls,NJ,40.9,-74.2,1
4/29/2021,Long Beach,CA,33.8,-118.1,1
4/29/2021,Medford,NJ,39.9,-74.8,1
4/29/2021,Oklahoma City,OK,35.4,-97.5,3
4/29/2021,Palm Coast,FL,29.6,-81.2,8
4/29/2021,Palm Coast,FL,29.6,-81.2,7
4/29/2021,Ridgedale,MO,36.5,-93.3,1
4/29/2021,Rockville,MD,39.1,-77.2,1
4/29/2021,Saint Louis,MO,38.6,-90.3,1
4/29/2021,Tulsa,OK,36.2,-95.9,1
4/29/2021,Tulsa,OK,36.2,-95.9,1
4/29/2021,Virginia Beach,VA,36.8,-76.2,1
4/29/2021,Virginia Beach,VA,36.9,-76.1,1
4/28/2021,Annapolis,MD,38.9,-76.5,3
4/28/2021,Archer,FL,29.6,-82.5,1
4/28/2021,Arlington,VA,38.9,-77.1,1
4/28/2021,Asheville,NC,35.5,-82.6,1
4/28/2021,Batavia,OH,39.1,-84.2,1
4/28/2021,Beach Haven,NJ,39.6,-74.2,1
4/28/2021,Bishopville,MD,38.4,-75.1,1
4/28/2021,Bishopville,MD,38.4,-75.1,1
4/28/2021,Bristolville,OH,41.4,-80.8,1
4/28/2021,Canoga Park,CA,34.2,-118.6,1
4/28/2021,Cape May,NJ,38.9,-74.9,2
4/28/2021,Cape May,NJ,38.9,-74.9,2
4/28/2021,Carmel,NY,41.4,-73.7,1
4/28/2021,Chattanooga,TN,35.1,-85.3,1
4/28/2021,Derwood,MD,39.1,-77.1,1
4/28/2021,Edgewater,MD,38.9,-76.5,1
4/28/2021,King William,VA,37.7,-77.1,1
4/28/2021,Lancaster,PA,40,-76.3,1
4/28/2021,Lancaster,PA,40.1,-76.3,1
4/28/2021,Lawrence,KS,39,-95.3,1
4/28/2021,Mamou,LA,30.6,-92.4,1
4/28/2021,Midlothian,VA,37.4,-77.7,1
4/28/2021,Newport News,VA,37.1,-76.5,1
4/28/2021,Port Byron,IL,41.6,-90.3,1
4/28/2021,Suffolk,VA,36.7,-76.6,1
4/28/2021,Toms River,NJ,40,-74.2,1
4/28/2021,Valley Center,CA,33.3,-117.1,1
4/28/2021,Van Wert,OH,40.9,-84.6,1
4/28/2021,Van Wert,OH,40.9,-84.6,1
4/27/2021,Arlington,VA,38.9,-77.1,1
4/27/2021,Bel Air,MD,39.5,-76.3,1
4/27/2021,Blue Grass,IA,41.5,-90.8,1
4/27/2021,Catonsville,MD,39.3,-76.8,1
4/27/2021,Chapel Hill,NC,35.9,-79.1,0
4/27/2021,Cincinnati,OH,39.2,-84.5,1
4/27/2021,Cincinnati,OH,39.2,-84.5,1
4/27/2021,Cuyahoga Falls,OH,41.1,-81.5,1
4/27/2021,Embudo,NM,36.1,-106,1
4/27/2021,Fairfax,VA,38.8,-77.3,1
4/27/2021,Falling Waters,WV,39.6,-77.9,1
4/27/2021,Fort Smith,AR,35.3,-94.3,1
4/27/2021,Granada Hills,CA,34.3,-118.5,2
4/27/2021,Lawrence,KS,38.9,-95.3,1
4/27/2021,Leesburg,VA,39.1,-77.6,1
4/27/2021,Louisville,KY,38.2,-85.7,1
4/27/2021,Mount Olive,NC,35.2,-78,1
4/27/2021,Nicholasville,KY,37.9,-84.6,1
4/27/2021,Oak Hills,IL,38.6,-90,1
4/27/2021,Oak Ridge,TN,36,-84.3,1
4/27/2021,Oakland,CA,37.8,-122.3,1
4/27/2021,Pottstown,PA,40.2,-75.6,1
4/27/2021,Selinsgrove,PA,40.8,-76.9,1
4/27/2021,Simpsonville,SC,34.7,-82.3,1
4/27/2021,Springfield,MO,37.2,-93.3,1
4/27/2021,Strong City,KS,38.4,-96.5,2
4/26/2021,Ashville,OH,39.7,-83,1
4/26/2021,Ashville,OH,39.7,-83,1
4/26/2021,Athens,TN,35.4,-84.6,1
4/26/2021,Barco,NC,36.4,-76,1
4/26/2021,Danville,IN,39.7,-86.5,1
4/26/2021,Farmington,MO,37.7,-90.4,1
4/26/2021,Lancaster,SC,34.8,-80.7,1
4/26/2021,League City,TX,29.5,-95.1,1
4/26/2021,Murphy,NC,35.1,-84.1,1
4/26/2021,O Fallon,MO,38.8,-90.7,1
4/26/2021,Owings,MD,38.7,-76.6,1
4/26/2021,Pryor,OK,36.4,-95.3,1
4/26/2021,Rockfield,KY,36.9,-86.6,1
4/26/2021,Saint Louis,MO,38.6,-90.3,1
4/26/2021,Springville,IA,42.1,-91.4,4
4/26/2021,Topeka,KS,39,-95.7,1
4/26/2021,Wilmington,DE,39.7,-75.7,1
4/25/2021,Cedar Creek,TX,30.2,-97.5,5
4/25/2021,Crowley,LA,30.2,-92.4,7
4/25/2021,Eskridge,KS,38.9,-96.1,1
4/25/2021,Eunice,LA,30.5,-92.4,1
4/25/2021,Groveland,FL,28.6,-81.8,2
4/25/2021,Kernersville,NC,36,-80.1,1
4/25/2021,Las Vegas,NV,36.1,-115.1,1
4/25/2021,Lees Summit,MO,38.9,-94.4,1
4/25/2021,Lincoln,NE,40.7,-96.7,1
4/25/2021,Lothian,MD,38.8,-76.7,1
4/25/2021,Miami,OK,36.9,-94.9,1
4/25/2021,New Smyrna Beach,FL,29,-81.1,1
4/25/2021,New Smyrna Beach,FL,29,-81.1,1
4/25/2021,Pratt,KS,37.6,-98.7,1
4/25/2021,Walton,KS,38.1,-97.3,3
4/24/2021,Bixby,OK,35.9,-95.9,1
4/24/2021,Eucha,OK,36.4,-94.9,2
4/24/2021,Great Bend,KS,38.3,-98.7,1
4/24/2021,Johnson City,TN,36.4,-82.5,1
4/24/2021,Kilmarnock,VA,37.8,-76.4,1
4/24/2021,Lake Havasu City,AZ,34.5,-114.3,1
4/24/2021,Lamesa,TX,32.7,-102,1
4/24/2021,Madison,VA,38.4,-78.3,1
4/24/2021,Mcallen,TX,26.2,-98.2,1
4/24/2021,Ponca City,OK,36.7,-97.1,1
4/24/2021,Sand Springs,OK,36.1,-96.1,1
4/24/2021,Tucson,AZ,32.4,-111,1
4/24/2021,Woodbine,MD,39.3,-77.1,1
4/23/2021,Beaumont,TX,30.1,-94.2,1
4/22/2021,,TN,35.8,-85.5,1
4/22/2021,Chapel Hill,NC,36,-79.1,1
4/22/2021,Cypress,IL,37.3,-89,1
4/22/2021,Willis,TX,30.4,-95.6,1
4/21/2021,Hinton,OK,35.4,-98.3,1
4/21/2021,Newport News,VA,37.1,-76.5,1
4/21/2021,Norfolk,VA,36.8,-76.3,0
4/21/2021,Norman,OK,35.2,-97.5,1
4/21/2021,Norman,OK,35.2,-97.5,1
4/20/2021,Asheville,NC,35.6,-82.6,1
4/20/2021,Chapel Hill,NC,35.9,-79.1,1
4/20/2021,Clinton,SC,34.5,-81.9,1
4/20/2021,Greenwood,VA,38,-78.8,1
4/20/2021,Kenansville,NC,35,-77.9,2
4/20/2021,Knoxville,TN,36,-84.1,1
4/20/2021,Laurel,MD,39.1,-76.9,1
4/20/2021,Lexington,KY,38,-84.5,1
4/20/2021,Lexington Park,MD,38.3,-76.5,1
4/20/2021,Monmouth Beach,NJ,40.3,-74,1
4/20/2021,Nashville,TN,36,-86.7,1
4/20/2021,Raleigh,NC,35.7,-78.7,1
4/20/2021,Raleigh,NC,35.8,-78.6,1
4/20/2021,Severna Park,MD,39.1,-76.5,1
4/20/2021,Stanardsville,VA,38.3,-78.5,1
4/20/2021,Thurmont,MD,39.6,-77.4,1
4/20/2021,Yorktown,VA,37.1,-76.5,1
4/19/2021,Atlanta,GA,33.8,-84.3,1
4/19/2021,Branson,MO,36.6,-93.2,1
4/19/2021,Cedar Rapids,IA,42,-91.7,2
4/19/2021,Dallas,GA,34.1,-84.8,1
4/19/2021,Knox,PA,41.2,-79.5,1
4/19/2021,Mission Viejo,CA,33.6,-117.7,2
4/19/2021,Pauma Valley,CA,33.3,-117,1
4/19/2021,Sand Springs,OK,36.1,-96.3,1
4/19/2021,Sheridan,AR,34.5,-92.3,1
4/19/2021,Tulsa,OK,36.1,-95.9,1
4/18/2021,Bridgewater,NJ,40.6,-74.6,1
4/18/2021,Chelsea,OK,36.5,-95.4,1
4/18/2021,Fountain Valley,CA,33.7,-118,1
4/18/2021,Gainesville,GA,34.4,-83.8,1
4/18/2021,Haines City,FL,28.1,-81.6,1
4/18/2021,Hillsborough,NC,36.1,-79.1,1
